# Program:featureCounts v2.0.4; Command:"featureCounts" "-s" "2" "-T" "2" "-p" "-a" "Saccharomyces_cerevisiae.R64-1-1.108.gtf" "-o" "allSamples.featureCounts.txt" "SRR24466380.bam" "SRR24466381.bam" "SRR24466382.bam" "SRR24466389.bam" "SRR24466390.bam" "SRR24466391.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR24466380.bam	SRR24466381.bam	SRR24466382.bam	SRR24466389.bam	SRR24466390.bam	SRR24466391.bam
YDR502C	IV	1453310	1454464	-	1155	9721	12650	4568	55671	8228	18038
YDR447C	IV;IV	1354829;1355551	1355236;1355553	-;-	411	137390	123015	87974	158629	73324	113603
YDL039C	IV	381985	384081	-	2097	438	1054	220	1247	351	724
YDL225W	IV	52445	54100	+	1656	1209	1964	1416	4822	2027	2528
YDR259C	IV	974631	975782	-	1152	326	453	356	1117	645	349
YDR495C	IV	1438115	1441150	-	3036	515	936	863	2163	1115	1121
YDL151C	IV	183318	183899	-	582	0	0	0	0	0	0
YDR357C	IV	1189199	1189567	-	369	16025	21530	19508	11675	20663	8864
YDR370C	IV	1217782	1219110	-	1329	722	1054	872	2277	1153	1264
YDR298C	IV	1058176	1058814	-	639	2160	3505	2509	7898	4560	4233
YDR276C	IV	1013476	1013643	-	168	11481	20398	12630	41034	27098	25372
YDL185C-A	IV	126608	126835	-	228	2	0	0	0	0	0
YDR545C-A	IV	1530863	1531342	-	480	0	0	0	0	0	0
tM(CAU)D	IV	1175829	1175901	+	73	6	8	9	3	11	8
YDL247W	IV	5985	7814	+	1830	13	8	6	39	9	21
YDR406W	IV	1279210	1283799	+	4590	628	860	769	3490	1482	1402
YDR273W	IV	1010176	1011273	+	1098	294	378	253	772	345	306
YDR269C	IV	1005665	1005988	-	324	0	1	0	3	0	0
YDR453C	IV	1365072	1365662	-	591	538	840	1199	1856	1371	890
YDR383C	IV	1239960	1240676	-	717	1029	1474	1398	2925	1402	1711
YDR375C	IV	1225166	1226536	-	1371	670	933	544	2891	1234	1564
YDL161W	IV	167714	169078	+	1365	1875	2616	1811	5819	2562	2979
YDL051W	IV	363952	364779	+	828	2403	2573	2202	7184	1884	4331
YDR084C	IV	613405	614004	-	600	2389	3305	1685	4559	3774	2686
YDL056W	IV	352877	355378	+	2502	1425	1682	1487	4646	2147	2131
YDR344C	IV	1162006	1162449	-	444	33	39	45	176	87	102
YDR320C	IV	1106095	1108101	-	2007	522	978	530	2432	1061	1347
YDR221W	IV	907330	909438	+	2109	1501	2537	1158	3170	2437	1849
tI(AAU)D	IV	668007	668080	-	74	1	0	0	2	2	2
YDL032W	IV	393690	394001	+	312	0	8	0	8	6	6
YDR456W	IV	1367485	1369386	+	1902	3276	4792	2218	6575	4791	3693
YDL036C	IV	387513	388901	-	1389	269	488	291	1369	505	858
tL(CAA)D	IV;IV	1461715;1461792	1461758;1461829	-;-	82	2	2	0	3	2	0
YDL217C	IV	67983	68606	-	624	364	531	301	1291	685	696
snR63	IV	323217	323471	-	255	1276	1209	1284	5611	2476	2808
YDR334W	IV	1135932	1140476	+	4545	1320	2064	1574	4311	2468	1958
YDL049C	IV	365068	365874	-	807	708	1128	439	1605	1011	1054
YDL164C	IV	164987	167254	-	2268	817	1089	589	2271	557	1147
YDR384C	IV	1241204	1242031	-	828	779	652	351	3044	666	2272
YDR149C	IV	755555	756262	-	708	0	0	0	0	0	0
YDR093W	IV	631282	636120	+	4839	1533	1598	855	3822	1592	2093
YDR071C	IV	588827	589402	-	576	9530	13246	16838	27930	12925	10705
YDL143W	IV	199996	201582	+	1587	2944	4243	2371	10884	4521	5762
YDR032C	IV	504099	504695	-	597	3549	5769	4574	12904	7850	6793
tR(UCU)D	IV	568882	568953	+	72	0	0	1	0	0	0
YDR063W	IV	578663	579112	+	450	1940	3219	1993	8529	4366	4169
YDL166C	IV	163449	164042	-	594	600	713	453	2090	662	1399
YDR004W	IV	455201	456583	+	1383	1503	2282	1853	3499	2038	1807
YDR151C	IV	764178	765155	-	978	2227	2407	1690	10658	2292	3916
YDR037W	IV	525440	527215	+	1776	9531	12397	7089	46545	13598	25684
YDL175C	IV	144484	145518	-	1035	691	886	720	2571	1486	1335
YDR286C	IV	1035231	1035575	-	345	1029	1716	1620	2405	1611	1211
YDR172W	IV	808324	810381	+	2058	2885	3383	2583	10067	3381	6135
YDL174C	IV	145826	147589	-	1764	5098	10835	5820	10696	4715	5476
YDR080W	IV	604008	606986	+	2979	1055	1816	1681	3541	2266	1928
YDR503C	IV	1455042	1455866	-	825	858	928	393	1110	735	607
YDR069C	IV	584939	587719	-	2781	921	1135	1205	3584	1665	1860
YDR047W	IV	551860	552948	+	1089	1824	2668	1346	6658	2983	3620
YDR215C	IV	894089	894502	-	414	0	6	6	10	4	6
YDR267C	IV	1002510	1003502	-	993	424	718	420	1728	741	971
YDR142C	IV	740473	741600	-	1128	565	869	638	1890	1123	990
YDL212W	IV	78426	79058	+	633	26747	26043	21502	28959	21073	20939
YDR249C	IV	958681	959802	-	1122	453	486	311	1184	612	802
YDL209C	IV	86207	87226	-	1020	225	366	198	931	394	507
YDR044W	IV	546642	547628	+	987	835	1373	460	4630	1708	1592
tK(UUU)D	IV;IV	359577;359637	359613;359672	+;+	73	914	865	615	400	722	519
YDR311W	IV	1085065	1086993	+	1929	990	1531	1166	4008	1905	2273
YDL159C-B	IV	173056	173232	-	177	2	0	1	2	0	0
YDR222W	IV	910054	911301	+	1248	1342	1763	821	2533	600	2397
YDR510C-A	IV	1469695	1469811	-	117	2	6	2	10	6	7
YDR401W	IV	1272223	1272786	+	564	21	14	15	24	15	12
YDR207C	IV	865012	867522	-	2511	965	1765	1097	2848	1626	1351
YDL005C	IV	441014	442309	-	1296	1020	1327	1190	3965	1889	2146
YDR295C	IV	1052623	1054647	-	2025	732	1140	708	2911	1348	1454
YDR543C	IV	1524634	1524933	-	300	0	0	0	0	0	2
YDL208W	IV	87512	87982	+	471	1890	2113	973	5509	1974	4136
YDR135C	IV	723004	727551	-	4548	5354	5934	3478	8663	5521	4740
YDL114W	IV	255604	256530	+	927	0	14	4	17	12	6
YDR247W	IV	956013	957398	+	1386	1411	2113	1455	5841	2919	3316
YDL197C	IV	104917	106494	-	1578	1452	1734	1264	5325	1895	2288
YDR229W	IV	924785	926146	+	1362	755	1170	928	3582	1589	1637
YDR095C	IV	636117	636527	-	411	0	0	3	45	0	27
YDR027C	IV	494649	497318	-	2670	1170	1696	1290	4852	2380	2398
YDL106C	IV	270222	271901	-	1680	797	1099	934	3347	1395	1677
YDR404C	IV	1276654	1277169	-	516	1361	1905	1115	4832	2235	2822
YDR256C	IV	968133	969680	-	1548	162	153	120	446	175	141
YDR518W	IV	1478608	1480161	+	1554	2919	3515	1604	4042	2741	1733
YDR055W	IV	563527	564861	+	1335	7378	11512	4222	12429	8768	5200
YDL087C	IV	300214	300999	-	786	240	316	203	841	399	464
YDR177W	IV	816878	817525	+	648	2781	3782	4027	8456	4159	3816
YDL014W	IV	427364	428347	+	984	1498	1631	748	6909	1212	4951
YDR289C	IV	1038280	1039509	-	1230	1590	2379	2512	4668	2526	2163
YDL159W	IV	172481	174028	+	1548	504	812	657	1740	921	880
YDR532C	IV	1499396	1500553	-	1158	935	1361	2015	2869	1584	1613
YDR137W	IV	728259	730250	+	1992	1110	1729	1366	3418	1880	1857
YDL153C	IV	181186	183018	-	1833	783	740	620	2153	522	1801
YDR393W	IV	1259901	1261271	+	1371	626	948	615	1760	1032	889
YDR506C	IV	1459728	1461554	-	1827	332	713	310	953	758	481
YDL219W	IV;IV	65242;65378	65306;65765	+;+	453	10191	12649	12022	12036	9466	6964
YDL090C	IV	295034	296329	-	1296	503	607	425	1973	892	1018
YDR033W	IV	508147	509109	+	963	29789	41560	17655	77149	48380	51819
YDR035W	IV	521816	522928	+	1113	4954	7264	4581	23946	10839	14593
YDR332W	IV	1131001	1133070	+	2070	468	803	411	1760	1071	1065
YDR510W	IV	1469400	1469705	+	306	6435	10337	5025	22349	11765	9536
YDL055C	IV	355674	356759	-	1086	81084	80122	60491	92604	41631	61480
YDR480W	IV	1417399	1418370	+	972	548	758	549	2134	701	1066
YDL103C	IV	275148	276581	-	1434	1090	1553	1136	3934	1381	1653
YDL085C-A	IV	302464	302670	-	207	29994	33594	22895	24326	36821	18042
YDR350C	IV	1176120	1178174	-	2055	1044	1464	1035	2752	1692	1691
YDR342C	IV	1154216	1155928	-	1713	367	4167	12017	5418	10541	4221
YDR087C	IV	617470	618306	-	837	748	561	461	2023	384	1613
YDL236W	IV	32296	33234	+	939	2767	3979	2175	8407	3749	4498
YDR012W	IV	471853	472941	+	1089	6043	7910	4001	30954	7133	16827
YDL121C	IV	245133	245582	-	450	13176	11974	11623	12798	12616	14355
YDR525W-A	IV	1490596	1490835	+	240	1519	2753	1934	3004	3588	2118
tG(GCC)D2	IV	992832	992902	+	71	183	242	217	310	399	226
YDL190C	IV	118707	121592	-	2886	1785	3095	2861	6041	3286	2607
YDL047W	IV	369771	370706	+	936	1362	2206	1256	5686	2227	2977
YDR099W	IV	653607	654428	+	822	5845	9604	7633	24458	13653	11982
YDR092W	IV;IV	629876;630174	629905;630605	+;+	462	2727	4416	2283	9795	6718	4981
YDR164C	IV	782041	784215	-	2175	777	1551	784	2849	1613	1605
YDR058C	IV	567723	568703	-	981	1219	2080	2192	2784	2163	1377
YDL020C	IV	415113	416708	-	1596	9884	6933	5411	32176	5398	9997
YDL025C	IV	405344	407206	-	1863	2222	2626	2872	8549	3615	4429
YDR374C	IV	1223474	1224394	-	921	210	432	258	336	808	105
YDL207W	IV	88248	89864	+	1617	1211	1700	838	3612	1735	2258
YDR270W	IV	1005675	1008689	+	3015	717	1558	820	2834	2033	1904
YDR152W	IV	765706	766503	+	798	1315	1672	1079	5245	1645	2434
YDL148C	IV	188154	190586	-	2433	514	551	408	1942	358	1441
tI(UAU)D	IV;IV	884361;884458	884397;884493	+;+	73	3	1	2	10	3	3
YDR379C-A	IV	1233278	1233517	-	240	8414	13634	14882	8392	14481	3992
YDR218C	IV	903781	905052	-	1272	193	438	468	156	280	78
YDL018C	IV	422833	423510	-	678	5053	5093	7303	6206	3270	3328
YDR507C	IV	1462358	1465786	-	3429	1115	2054	1340	2500	975	1274
YDL003W	IV	444683	446383	+	1701	1248	1612	983	3094	1067	1702
YDR524C-B	IV	1489598	1489798	-	201	34526	38563	18177	94776	34469	58906
YDR371W	IV	1219413	1220948	+	1536	1138	1484	1145	2137	1660	1272
YDR359C	IV	1191936	1194884	-	2949	869	1334	625	2353	1543	1415
YDL180W	IV	135896	137539	+	1644	2386	2967	1964	5217	2676	2965
YDL133W	IV	222427	223740	+	1314	1372	1721	1422	3611	1835	2201
YDR335W	IV	1141168	1144842	+	3675	2083	3767	2887	7217	4068	3454
YDR351W	IV	1178666	1181260	+	2595	765	1168	815	2738	1259	1463
YDL150W	IV	183343	184611	+	1269	500	534	362	1481	443	895
YDL177C	IV	141209	141721	-	513	857	1076	690	1395	1099	680
YDR171W	IV	806621	807748	+	1128	49968	62641	38518	281137	36902	45684
YDR364C	IV	1202843	1204210	-	1368	406	559	319	1144	606	827
YDR309C	IV	1079048	1080199	-	1152	2331	3911	2032	6625	3490	3122
YDL239C	IV	26403	28775	-	2373	832	1329	1385	1902	1329	833
YDL228C	IV	45277	45918	-	642	0	2	0	0	2	0
YDL156W	IV	174918	176486	+	1569	163	210	124	489	244	300
YDL016C	IV	425570	425872	-	303	850	982	629	1867	844	745
tX(XXX)D	IV	1150842	1150941	-	100	10	7	9	5	16	4
YDR524W-C	IV	1489403	1489492	+	90	7	5	10	3	7	5
YDL085W	IV	303211	304848	+	1638	56	54	115	234	227	73
YDR300C	IV	1061505	1062791	-	1287	944	1441	779	3546	1346	2166
YDL168W	IV	159604	160764	+	1161	1387	1882	1239	4713	1725	2347
YDR360W	IV	1194598	1195032	+	435	0	0	0	3	4	4
YDR195W	IV	848599	850200	+	1602	510	896	521	2242	1087	1113
YDR321W	IV	1108702	1109847	+	1146	1186	1235	757	3551	1160	2643
YDR237W	IV	936615	937493	+	879	1040	1651	1722	3411	1754	1765
YDL127W	IV	234927	235853	+	927	430	1000	563	1239	1089	730
YDR107C	IV	669016	671034	-	2019	1293	1881	1074	2696	1722	1666
YDR472W	IV	1403322	1404173	+	852	763	1137	598	2675	1186	1385
YDL030W	IV	397537	399129	+	1593	319	538	331	1115	570	614
YDR468C	IV	1398026	1398700	-	675	2422	4016	4291	6316	3531	3251
YDL084W	IV	305237	306577	+	1341	13647	15784	11344	40403	14528	20698
YDL203C	IV	96082	97953	-	1872	556	782	500	1749	838	914
YDL025W-A	IV	405410	405514	+	105	6	15	0	21	12	6
YDR285W	IV	1032436	1035063	+	2628	377	733	678	1408	1030	720
YDL229W	IV	44065	45906	+	1842	11811	12201	6325	48310	10350	30500
YDR329C	IV	1126270	1127595	-	1326	1596	2122	1595	4763	2258	2202
YDR034C	IV	509737	512109	-	2373	1913	2566	2078	5545	2722	3213
YDR009W	IV	463434	464996	+	1563	49	113	55	164	166	103
tS(AGA)D2	IV	980974	981055	-	82	24	25	16	18	24	34
YDR488C	IV	1429188	1430789	-	1602	256	328	156	760	444	456
YDR103W	IV	658350	661103	+	2754	1136	1770	1501	3663	2668	1903
YDR336W	IV	1145092	1146036	+	945	611	1031	1262	2471	1822	1357
YDL101C	IV	280307	281848	-	1542	838	880	706	2274	692	1309
YDR162C	IV	780390	781100	-	711	986	1430	1129	3015	2533	1916
YDR312W	IV	1087581	1088942	+	1362	504	637	476	1645	482	871
YDL061C	IV	340628	340798	-	171	15344	19070	8627	31662	17308	23127
YDL040C	IV	378874	381438	-	2565	1962	3383	1886	8630	3718	4826
YDR145W	IV	746738	748357	+	1620	2109	2953	1898	5541	2790	2977
YDR124W	IV	700315	701289	+	975	298	207	178	1066	406	394
YDL231C	IV	38867	42244	-	3378	1798	2400	1555	4837	2800	2381
YDR190C	IV	840604	841995	-	1392	2665	3195	2337	8631	2819	4351
YDL064W	IV;IV	337487;337635	337524;338070	+;+	474	1714	2496	2104	5425	3173	2998
YDR463W	IV	1386816	1388375	+	1560	2490	3478	2589	6347	4184	3325
YDR491C	IV	1434500	1434991	-	492	5	6	4	16	4	14
YDR449C	IV	1357580	1358902	-	1323	406	606	311	1195	296	1056
YDL035C	IV	389172	392057	-	2886	2570	3844	2486	6305	3657	3265
YDR074W	IV	593893	596583	+	2691	12463	10200	11833	53228	13856	23586
YDR525W	IV	1489905	1490234	+	330	2	2	0	10	1	0
YDR257C	IV	969990	971474	-	1485	864	1252	786	2940	1679	2131
YDR402C	IV	1272234	1273703	-	1470	41	55	26	147	34	19
YDR450W	IV;IV	1359923;1360405	1359969;1360798	+;+	441	65070	58844	51988	139411	38476	64813
YDR376W	IV	1226822	1228303	+	1482	768	1240	803	2835	1443	1686
YDR161W	IV	779043	780206	+	1164	498	611	421	1923	509	1378
YDR090C	IV	625066	625998	-	933	1187	1709	883	2255	1781	1345
YDR189W	IV	838392	840392	+	2001	1548	1820	1484	6323	1965	2604
YDR524C	IV	1487542	1488990	-	1449	1039	1388	770	2227	1345	1462
YDL237W	IV	30657	31829	+	1173	4815	6998	2809	7762	6624	3839
YDR188W	IV	836421	838061	+	1641	2495	4341	2358	10595	5113	5972
YDL133C-A	IV	221724	221801	-	78	319021	420902	345558	156612	324049	201448
YDR531W	IV	1498232	1499335	+	1104	2167	3628	2438	7199	3955	4939
tG(GCC)D1	IV	83548	83618	+	71	0	0	0	0	0	1
YDR226W	IV	916486	917154	+	669	9167	13103	5595	35537	12619	16531
YDL054C	IV	359825	361285	-	1461	1874	3044	1737	6518	4108	3786
YDL205C	IV	92762	93745	-	984	1216	1435	991	3105	2449	2290
YDR537C	IV	1510856	1511461	-	606	6	2	0	6	2	5
YDR496C	IV	1441433	1443403	-	1971	567	779	567	1830	372	1404
YDR313C	IV	1089219	1090079	-	861	632	912	779	2417	1180	974
YDL108W	IV;IV	267698;267807	267725;268699	+;+	921	727	1133	688	2812	1402	1555
tV(CAC)D	IV	1075472	1075544	-	73	15	9	13	6	11	11
YDR340W	IV	1150881	1151183	+	303	76	111	75	55	139	63
YDL147W	IV	190924	192261	+	1338	5637	10738	12297	19840	11894	8942
YDL081C	IV	309802	310122	-	321	73318	66487	54164	106935	42611	64203
YDR283C	IV	1025070	1030049	-	4980	722	1083	877	3027	1655	1487
YDR261C	IV	977521	979209	-	1689	4585	5092	1894	6406	4092	3430
YDL211C	IV	79294	80412	-	1119	336	392	236	919	337	569
YDL074C	IV	324047	326149	-	2103	1950	2660	2021	6350	2951	3196
YDL091C	IV	293392	294759	-	1368	2198	3805	2148	4920	4166	2430
YDR346C	IV	1167214	1168659	-	1446	1069	1641	1162	5127	1840	2862
YDR072C	IV	589761	591344	-	1584	3691	4003	2393	7147	3903	3748
YDR242W	IV	946807	948456	+	1650	477	897	650	1459	1284	745
YDR323C	IV	1112480	1114027	-	1548	594	870	772	1741	985	826
YDR486C	IV	1427431	1428120	-	690	1032	1819	1130	3924	1925	1777
YDR420W	IV	1306267	1311675	+	5409	996	1467	1153	3066	2523	1769
YDL122W	IV	242552	244981	+	2430	1414	2020	1016	3566	1769	2125
YDR390C	IV	1254937	1256847	-	1911	1547	2003	1485	4758	1940	2491
YDR481C	IV	1418550	1420250	-	1701	5266	7828	5637	13004	7874	7048
YDR318W	IV;IV	1103758;1103893	1103809;1104947	+;+	1107	1258	1527	1742	2588	1810	1626
YDL105W	IV	272389	273597	+	1209	194	334	208	625	242	402
YDL141W	IV	203039	205111	+	2073	629	899	566	2925	1068	1611
YDR400W	IV	1271063	1272085	+	1023	619	719	390	1449	592	589
YDR522C	IV	1483795	1485303	-	1509	2	15	8	17	28	8
YDL173W	IV	148191	149078	+	888	3211	3996	2852	7256	4009	3330
YDR279W	IV	1019368	1020420	+	1053	420	624	419	1521	557	914
YDR281C	IV	1022007	1022321	-	315	40	38	34	89	45	44
YDR213W	IV	889751	892492	+	2742	565	691	381	1277	488	528
YDR179W-A	IV	819433	820824	+	1392	1641	1688	1980	2867	1322	1670
YDR330W	IV	1127872	1129374	+	1503	677	1469	1019	3810	1868	1747
YDR106W	IV	667004	667858	+	855	151	127	143	350	192	296
YDL178W	IV	139522	141114	+	1593	4278	5168	4721	7463	5270	4874
YDR484W	IV	1422763	1424688	+	1926	944	1581	1674	3530	1933	1640
YDR308C	IV	1078027	1078449	-	423	2559	4029	6535	10184	4245	3563
YDL192W	IV	116321	116866	+	546	23030	27122	22816	48759	22670	25467
YDL202W	IV	98475	99224	+	750	736	1015	773	2634	1264	1373
YDR146C	IV	748613	750742	-	2130	1935	2101	1642	7572	3704	3204
YDR241W	IV	945151	945438	+	288	3038	4389	3748	2230	5320	2571
YDL158C	IV	173866	174174	-	309	841	860	768	803	577	666
YDL185W	IV	126787	130002	+	3216	8442	12078	9369	36671	12359	12536
YDR251W	IV	960614	963106	+	2493	2638	3744	2987	8126	4584	4157
tL(UAA)D	IV	519743	519826	+	84	0	0	0	4	2	0
YDR192C	IV	843569	844861	-	1293	333	388	244	1425	459	660
YDR368W	IV	1213904	1214842	+	939	2877	5303	3193	10819	5733	4400
YDR494W	IV	1436930	1438015	+	1086	1262	1952	2326	4966	2430	2247
YDR399W	IV	1270068	1270733	+	666	2533	2626	2276	8107	2059	4898
YDR070C	IV	588098	588379	-	282	762	1769	2722	3699	4101	1878
YDR138W	IV	730578	732836	+	2259	1015	1700	1285	3078	1766	1559
YDR031W	IV	503498	503863	+	366	15690	21672	25810	14681	28032	13473
YDR255C	IV	966557	967822	-	1266	530	909	992	2824	1521	1770
YDL060W	IV	341619	343985	+	2367	320	486	220	1153	310	958
YDR048C	IV	553084	553398	-	315	14	8	26	13	15	16
YDR067C	IV	582791	583465	-	675	902	1634	1332	3192	2036	1990
YDR126W	IV	703234	704244	+	1011	445	666	224	819	605	451
YDR315C	IV	1092741	1093586	-	846	1164	1883	2352	2690	1668	1261
YDL126C	IV	236157	238664	-	2508	7224	14827	11570	38489	18807	16383
YDR262W	IV	993134	993952	+	819	2745	3942	2500	6328	4028	3427
tQ(UUG)D3	IV	802731	802802	-	72	1	2	3	4	15	3
YDR345C	IV	1162957	1164660	-	1704	48031	137390	82831	167675	147240	72868
YDR079W	IV	603064	603399	+	336	1383	2521	3201	4706	2980	2271
YDR433W	IV	1329600	1330040	+	441	18	33	28	91	52	75
YDL144C	IV	198662	199732	-	1071	648	764	398	2150	812	969
YDR306C	IV	1073735	1075171	-	1437	754	1037	875	2316	1214	1253
YDR292C	IV	1043146	1045011	-	1866	1625	2718	1688	5966	2838	3175
YDL009C	IV	432925	433248	-	324	34	59	82	102	99	81
YDR290W	IV	1039370	1039699	+	330	0	0	0	0	0	0
YDR282C	IV	1023511	1024755	-	1245	382	681	701	1232	834	761
YDR170C	IV	796193	802222	-	6030	2653	3597	3576	8203	4363	3677
YDR174W	IV	812110	812850	+	741	3800	6451	3563	16516	7372	7220
YDL218W	IV	66493	67446	+	954	13	30	15	105	62	57
YDL062W	IV	339857	340282	+	426	1	2	0	2	0	0
YDL048C	IV	366739	368211	-	1473	1838	6515	5245	5568	6460	3462
YDR500C	IV;IV	1450198;1450847	1450457;1450853	-;-	267	19437	20265	9481	47112	18706	26908
YDR112W	IV	679544	679852	+	309	0	6	0	4	5	1
YDR538W	IV	1510902	1511630	+	729	317	504	276	998	453	643
YDL011C	IV	432308	432631	-	324	0	1	0	0	2	0
YDR355C	IV	1186067	1186369	-	303	2	0	0	2	0	0
YDR301W	IV	1063352	1067425	+	4074	788	1174	971	2872	1693	1589
YDR412W	IV	1294693	1295400	+	708	331	516	242	1501	447	1077
YDR530C	IV	1496791	1497768	-	978	734	1039	796	3162	1456	1306
YDR227W	IV	917571	921647	+	4077	1580	1990	1652	3492	1911	1792
YDR041W	IV	539803	540414	+	612	2594	3712	4988	8767	7351	4634
YDR015C	IV	477960	478199	-	240	0	0	0	0	0	2
YDL008W	IV	433497	433994	+	498	1282	1849	1687	3137	1859	1304
YDR234W	IV	931129	933210	+	2082	925	954	550	3211	952	2069
YDR511W	IV	1470017	1470418	+	402	798	1398	855	3724	1599	1629
YDR519W	IV	1480425	1480832	+	408	4656	5130	4606	5796	4095	2779
YDL086C-A	IV	301655	302089	-	435	37	42	18	198	58	126
YDR250C	IV	960086	960361	-	276	5	2	2	15	12	20
YDR465C	IV	1393336	1394574	-	1239	449	484	336	1683	315	1629
YDL001W	IV	447984	449276	+	1293	670	1061	756	2791	967	1345
YDR454C	IV	1366264	1366827	-	564	4995	6709	2906	17155	6657	10644
YDR013W	IV	473157	473783	+	627	1221	1699	2027	2770	1437	1260
YDR076W	IV	598468	599688	+	1221	171	280	211	441	285	347
YDL095W	IV	287059	289512	+	2454	10791	12159	5634	15422	8383	7389
YDL007C-A	IV	436567	436824	-	258	0	9	0	0	2	2
YDL130W	IV;IV	229906;230321	230019;230527	+;+	321	15487	16562	7065	43410	15840	29297
YDR100W	IV	655013	655444	+	432	3258	3976	2768	7448	7371	5123
YDR479C	IV	1415210	1416874	-	1665	2205	3285	2564	5255	3851	2509
tS(AGA)D1	IV	437772	437853	+	82	0	0	1	0	2	2
YDL117W	IV	248581	251238	+	2658	485	712	473	2160	1258	1255
YDR140W	IV	734138	734803	+	666	394	597	380	1557	798	881
YDR381W	IV;IV	1236558;1237609	1236842;1238004	+;+	681	10321	12543	11664	26459	12637	12852
tQ(UUG)D2	IV	645153	645224	-	72	0	0	0	0	2	0
YDR327W	IV	1125302	1125628	+	327	12	5	6	6	4	6
YDR062W	IV	576474	578159	+	1686	7061	9263	4777	9646	6649	5425
YDR143C	IV	742042	743874	-	1833	619	765	382	2740	906	1320
YDL172C	IV	148607	149086	-	480	4	5	5	14	7	6
YDL053C	IV	361699	362256	-	558	2459	3290	2634	5197	3554	2684
YDR223W	IV	912099	913502	+	1404	174	161	149	637	243	190
YDL037C	IV	384601	385587	-	987	127	388	103	287	141	264
YDL167C	IV	160995	163154	-	2160	420	532	250	1234	399	899
YDR246W-A	IV	955133	955333	+	201	9	31	16	100	42	53
YDR371C-A	IV	1219509	1219613	-	105	2	20	8	14	20	6
YDR517W	IV	1477239	1478357	+	1119	1931	3718	2255	8308	4316	3855
YDL226C	IV	51115	52173	-	1059	1980	2485	1719	6469	2713	3385
YDR467C	IV	1397583	1397909	-	327	69	63	41	109	55	56
YDL134C	IV	219662	220771	-	1110	2221	3116	2075	8515	3469	4170
YDR117C	IV	683946	685643	-	1698	835	1286	799	2883	1546	1518
YDR314C	IV	1090433	1092511	-	2079	308	463	454	1476	762	756
YDR440W	IV	1342493	1344241	+	1749	504	720	432	1627	638	884
YDR303C	IV	1068729	1071386	-	2658	2225	2651	2789	5821	2456	2584
YDL078C	IV	315357	316388	-	1032	8944	12846	13626	16646	11905	8973
YDL238C	IV	28985	30454	-	1470	276	439	382	1037	695	578
YDR529C	IV	1496165	1496548	-	384	9667	15380	20109	29022	16047	11776
YDR437W	IV	1337352	1337774	+	423	163	246	151	450	388	271
snR47	IV	541602	541700	-	99	288	413	272	423	299	478
YDL196W	IV	106741	107070	+	330	2	2	9	11	10	5
YDR452W	IV	1362878	1364902	+	2025	7443	11208	5894	14710	9890	7037
YDR445C	IV	1352182	1352589	-	408	1	0	1	0	0	0
YDR347W	IV	1169178	1170143	+	966	840	1208	955	3090	1759	1673
tQ(UUG)D1	IV	520972	521043	+	72	0	0	4	1	3	4
YDR490C	IV	1431968	1434268	-	2301	624	614	389	2655	1001	1398
YDR516C	IV	1474974	1476476	-	1503	2883	10983	10971	37966	18390	15925
YDR509W	IV	1468226	1468573	+	348	0	7	0	4	3	2
YDL193W	IV	114672	115799	+	1128	2422	3531	2250	4943	3197	2577
YDL137W	IV	216529	217074	+	546	17398	19810	24449	37206	22160	16821
YDL118W	IV	247302	247682	+	381	0	2	3	6	2	1
YDR235W	IV	933504	935138	+	1635	1434	2508	2322	4251	2540	2263
YDR233C	IV	929470	930357	-	888	22062	21702	8948	38608	20102	20000
YDR388W	IV	1250186	1251634	+	1449	3460	4852	2965	12480	5119	5744
YDR209C	IV	871036	871449	-	414	0	4	6	4	5	0
YDR049W	IV	553254	555152	+	1899	762	1028	738	2641	1158	1271
YDL194W	IV	111580	114234	+	2655	568	1307	1021	1795	1888	1021
YDR021W	IV	486804	488003	+	1200	146	173	94	373	130	298
YDR353W	IV	1183299	1184258	+	960	5157	7002	4766	18038	6508	8495
YDR051C	IV	557056	558060	-	1005	5380	7075	8733	9940	5579	4672
YDR288W	IV	1037195	1038106	+	912	6098	6631	8158	7740	5947	4737
YDR141C	IV	734901	739997	-	5097	1401	2009	1787	4589	2370	2218
YDR194C	IV	845952	847946	-	1995	1550	2396	1965	5719	2861	2779
YDR424C	IV;IV;IV	1319387;1319698;1319817	1319617;1319720;1319841	-;-;-	279	17791	20597	16817	17336	18283	10308
YDR054C	IV	561440	562327	-	888	1359	2186	1637	6614	2922	3414
YDR122W	IV	694700	697894	+	3195	1783	2377	1707	6322	2930	2986
YDR184C	IV	830629	831513	-	885	186	195	103	554	144	560
YDR183C-A	IV	830397	830654	-	258	13	15	13	52	4	30
YDL240W	IV	22823	25876	+	3054	738	1094	794	3136	1884	2026
YDR056C	IV	565023	565640	-	618	4540	6326	3065	8140	6729	5082
YDR541C	IV	1519664	1520698	-	1035	442	897	435	1803	1675	1121
YDL042C	IV	376757	378445	-	1689	329	334	225	842	329	644
YDR185C	IV	831934	832473	-	540	406	295	382	1158	482	670
YDR328C	IV	1125434	1126018	-	585	28391	35190	28358	41175	27729	24052
YDR280W	IV	1020747	1021664	+	918	1274	1725	1476	3750	1470	2272
tV(UAC)D	IV	488797	488870	-	74	33	35	24	20	40	26
YDR098C	IV	644178	644930	-	753	2535	4258	3137	9067	3595	4442
